18589,0,1,15145,0.065454,169.9,3,10
18589,0,1,16838,0.065454,31.267,3,5
18589,0,1,2361,0.065454,5.3011,3,4
18589,0,1,16979,0.065454,19.756,3,4
18589,0,1,11755,0.065454,32.027,3,5
18589,0,1,1814,0.065454,5.7132,3,4
18589,0,1,5178,0.065454,5.1203,3,4
18589,0,1,10166,0.065454,6.2302,3,4
18589,0,1,17800,0.065454,34.731,3,5
18589,0,1,17937,0.065454,10.677,3,4
18589,0,1,2930,0.065454,4.9396,3,4
18589,0,1,18043,0.065454,104.21,3,7
18589,0,1,17793,0.065454,22.562,3,4
18589,0,1,9023,0.065454,19.905,3,4
18589,0,1,14877,0.065454,82.946,3,7
18589,0,1,2638,0.065454,5.1552,3,4
18589,0,1,7841,0.065454,5.2184,3,4
18589,0,1,17023,0.065454,141.61,3,9
18589,0,1,14727,0.065454,65.657,3,6
18589,0,1,17837,0.065454,17.642,3,4
18589,0,1,12190,0.065454,184.79,3,11
18589,0,1,664,0.065454,5.2432,3,4
18589,0,1,15785,0.065454,216.53,3,12
18589,0,1,17363,0.065454,32.68,3,5
18589,0,1,12618,0.065454,14.136,3,4
18589,0,1,14086,0.065454,174.82,3,11
18589,0,1,13815,0.065454,451.93,3,19
18589,0,1,7292,0.065454,16.772,3,4
18589,0,1,12185,0.065454,21.905,3,4
18589,0,1,3183,0.065454,4.874,3,4
18589,0,1,13125,0.065454,394.6,3,18
18589,0,1,592,0.065454,4.9844,3,4
18589,0,1,5148,0.065454,5.2029,3,4
18589,0,1,859,0.065454,5.8057,3,4
18589,0,1,1806,0.065454,5.2759,3,4
18589,0,1,15308,0.065454,113.35,3,8
18589,0,1,12917,0.065454,52.608,3,6
18589,0,1,5895,0.065454,14.279,3,4
18589,0,1,17664,0.065454,40.342,3,5
18589,0,1,641,0.065454,5.201,3,4
18589,0,1,8156,0.065454,8.7064,3,4
18589,0,1,7093,0.065454,22.707,3,4
18589,0,1,14231,0.065454,128.16,3,8
18589,0,1,14782,0.065454,190.78,3,11
18589,0,1,3474,0.065454,5.3104,3,4
18589,0,1,9105,0.065454,94.87,3,7
18589,0,1,8284,0.065454,21.836,3,4
18589,0,1,12015,0.065454,361.7,3,17
18589,0,1,13187,0.065454,439.8,3,19
18589,0,1,14029,0.065454,418.62,3,18
18589,0,1,5132,0.065454,8.7658,3,4
18589,0,1,12635,0.065454,572.02,3,21
18589,0,1,12178,0.065454,293.23,3,13
18589,0,1,3023,0.065454,5.7177,3,4
18589,0,1,2213,0.065454,5.6325,3,4
18589,0,1,9265,0.065454,124.53,3,9
18589,0,1,17841,0.065454,12.645,3,4
18589,0,1,6328,0.065454,10.408,3,4
18589,0,1,10880,0.065454,1128.9,3,40
18589,0,1,4161,0.065454,5.6109,3,4
18589,0,1,13966,0.065454,618.9,3,26
18589,0,1,4742,0.065454,5.41,3,4
18589,0,1,9406,0.065454,107.8,3,7
18589,0,1,12996,0.065454,370.84,3,17
18589,0,1,16562,0.065454,31.927,3,5
18589,0,1,17833,0.065454,22.572,3,4
18589,0,1,10173,0.065454,10.392,3,4
18589,0,1,2577,0.065454,5.7195,3,4
18589,0,1,2776,0.065454,11.921,3,4
18589,0,1,4787,0.065454,5.9181,3,4
18589,0,1,15629,0.065454,237.25,3,12
18589,0,1,4727,0.065454,8.0328,3,4
18589,0,1,15137,0.065454,319.36,3,13
18589,0,1,4527,0.065454,5.6371,3,4
18589,0,1,17275,0.065454,16.007,3,4
18589,0,1,6506,0.065454,10.918,3,4
18589,0,1,3655,0.065454,4.7673,3,4
18589,0,1,4668,0.065454,5.2975,3,4
18589,0,1,11452,0.065454,279.43,3,13
18589,0,1,8798,0.065454,8.5515,3,4
18589,0,1,6537,0.065454,37.274,3,5
18589,0,1,15445,0.065454,101.43,3,7
18589,0,1,10880,0.065454,1128.9,3,40
18589,0,1,10219,0.065454,1904.7,3,66
18589,0,1,17050,0.065454,6.1429,3,4
18589,0,1,5314,0.065454,5.7244,3,4
18589,0,1,14076,0.065454,13.581,3,4
18589,0,1,14012,0.065454,107.87,3,7
18589,0,1,7073,0.065454,8.1946,3,4
18589,0,1,10556,0.065454,966.46,3,37
18589,0,1,1411,0.065454,4.9703,3,4
18589,0,1,1003,0.065454,4.9502,3,4
18589,0,1,9867,0.065454,1574.8,3,54
18589,0,1,14484,0.065454,271.88,3,13
18589,0,1,17363,0.065454,32.68,3,5
18589,0,1,2415,0.065454,5.4169,3,4
18589,0,1,10574,0.065454,1295.1,3,42
18589,0,1,8726,0.065454,11.487,3,4
18589,0,1,222,0.065454,39.908,3,5
18589,0,1,6267,0.065454,6.9881,3,4
